series_id,timestamp,y
HOBBIES_0000_CA_1_validation,d_36,0
HOBBIES_0000_CA_1_validation,d_37,1
HOBBIES_0000_CA_1_validation,d_38,1
HOBBIES_0000_CA_1_validation,d_39,0
HOBBIES_0000_CA_1_validation,d_40,1
HOBBIES_0000_CA_1_validation,d_41,0
HOBBIES_0000_CA_1_validation,d_42,0
HOBBIES_0000_CA_1_validation,d_43,0
HOBBIES_0000_CA_1_validation,d_44,0
HOBBIES_0000_CA_1_validation,d_45,1
HOBBIES_0000_CA_1_validation,d_46,1
HOBBIES_0000_CA_1_validation,d_47,0
HOBBIES_0000_CA_1_validation,d_48,0
HOBBIES_0000_CA_1_validation,d_49,0
HOBBIES_0000_CA_1_validation,d_50,1
HOBBIES_0000_CA_1_validation,d_51,1
HOBBIES_0000_CA_1_validation,d_52,1
HOBBIES_0000_CA_1_validation,d_53,2
HOBBIES_0000_CA_1_validation,d_54,0
HOBBIES_0000_CA_1_validation,d_55,0
HOBBIES_0000_CA_1_validation,d_56,0
HOBBIES_0000_CA_1_validation,d_57,1
HOBBIES_0000_CA_1_validation,d_58,0
HOBBIES_0000_CA_1_validation,d_59,0
HOBBIES_0000_CA_1_validation,d_60,1
HOBBIES_0000_CA_1_validation,d_61,0
HOBBIES_0000_CA_1_validation,d_62,0
HOBBIES_0000_CA_1_validation,d_63,0
HOBBIES_0000_CA_1_validation,d_64,0
HOBBIES_0000_CA_1_validation,d_65,1
HOBBIES_0000_CA_1_validation,d_66,2
HOBBIES_0000_CA_1_validation,d_67,0
HOBBIES_0000_CA_1_validation,d_68,0
HOBBIES_0000_CA_1_validation,d_69,0
HOBBIES_0000_CA_1_validation,d_70,0
HOBBIES_0000_CA_1_validation,d_71,2
HOBBIES_0000_CA_1_validation,d_72,0
HOBBIES_0000_CA_1_validation,d_73,2
HOBBIES_0000_CA_1_validation,d_74,1
HOBBIES_0000_CA_1_validation,d_75,0
HOBBIES_0000_CA_1_validation,d_76,0
HOBBIES_0000_CA_1_validation,d_77,0
HOBBIES_0000_CA_1_validation,d_78,0
HOBBIES_0000_CA_1_validation,d_79,3
HOBBIES_0000_CA_1_validation,d_80,1
HOBBIES_0000_CA_1_validation,d_81,0
HOBBIES_0000_CA_1_validation,d_82,0
HOBBIES_0000_CA_1_validation,d_83,0
HOBBIES_0000_CA_1_validation,d_84,0
HOBBIES_0000_CA_1_validation,d_85,0
HOBBIES_0000_CA_1_validation,d_86,1
HOBBIES_0000_CA_1_validation,d_87,0
HOBBIES_0000_CA_1_validation,d_88,1
HOBBIES_0000_CA_1_validation,d_89,0
HOBBIES_0000_CA_1_validation,d_90,0
HOBBIES_0000_CA_1_validation,d_91,0
HOBBIES_0000_CA_1_validation,d_92,1
HOBBIES_0000_CA_1_validation,d_93,0
HOBBIES_0000_CA_1_validation,d_94,0
HOBBIES_0000_CA_1_validation,d_95,1
HOBBIES_0000_CA_1_validation,d_96,0
HOBBIES_0000_CA_1_validation,d_97,0
HOBBIES_0000_CA_1_validation,d_98,0
HOBBIES_0000_CA_1_validation,d_99,0
HOBBIES_0000_CA_1_validation,d_100,1
HOBBIES_0000_CA_1_validation,d_101,0
HOBBIES_0000_CA_1_validation,d_102,1
HOBBIES_0000_CA_1_validation,d_103,0
HOBBIES_0000_CA_1_validation,d_104,0
HOBBIES_0000_CA_1_validation,d_105,0
HOBBIES_0000_CA_1_validation,d_106,1
HOBBIES_0000_CA_1_validation,d_107,1
HOBBIES_0000_CA_1_validation,d_108,0
HOBBIES_0000_CA_1_validation,d_109,0
HOBBIES_0000_CA_1_validation,d_110,0
HOBBIES_0000_CA_1_validation,d_111,0
HOBBIES_0000_CA_1_validation,d_112,0
HOBBIES_0000_CA_1_validation,d_113,0
HOBBIES_0000_CA_1_validation,d_114,0
HOBBIES_0000_CA_1_validation,d_115,0
HOBBIES_0000_CA_1_validation,d_116,0
HOBBIES_0000_CA_1_validation,d_117,0
HOBBIES_0000_CA_1_validation,d_118,1
HOBBIES_0000_CA_1_validation,d_119,0
HOBBIES_0000_CA_1_validation,d_120,1
HOBBIES_0000_CA_1_validation,d_121,0
HOBBIES_0000_CA_1_validation,d_122,4
HOBBIES_0000_CA_1_validation,d_123,6
HOBBIES_0000_CA_1_validation,d_124,1
HOBBIES_0000_CA_1_validation,d_125,0
HOBBIES_0000_CA_1_validation,d_126,0
HOBBIES_0000_CA_1_validation,d_127,2
HOBBIES_0000_CA_1_validation,d_128,2
HOBBIES_0000_CA_1_validation,d_129,0
HOBBIES_0000_CA_1_validation,d_130,0
HOBBIES_0000_CA_1_validation,d_131,0
HOBBIES_0000_CA_1_validation,d_132,0
HOBBIES_0000_CA_1_validation,d_133,1
HOBBIES_0000_CA_1_validation,d_134,1
HOBBIES_0000_CA_1_validation,d_135,1
HOBBIES_0000_CA_1_validation,d_136,2
HOBBIES_0000_CA_1_validation,d_137,1
HOBBIES_0000_CA_1_validation,d_138,0
HOBBIES_0000_CA_1_validation,d_139,0
